id_ville|id_temps|id_famille_produit|id-magasin|ventes_objectif|vente_reel|ca_objectif|ca_reel|marge_objectif|marge_reel
7|74|3|61|34.00000000||306.69999999||0.81999999|
15|74|3|17|35.00000000||199.69999999||-0.56000000|
27|74|3|39|2.00000000||18.50000000||0.00000000|
31|74|3|5|1.00000000||0.00000000||-0.02999999|
43|62|3|87|1.00000000|0.00000000|43.29999999|0.00000000|1.75000000|0.90000000
47|74|3|43|39.00000000||88.29999999||1.03000000|
55|74|3|13|46.00000000||69.79999999||0.52000000|
63|74|3|75|11.00000000||88.79999999||0.47999999|
79|74|3|57|41.00000000||167.30000000||1.14999999|
83|74|3|29|21.00000000||8.59999999||1.31000000|
99|62|3|95|7.00000000|8.00000000|86.50000000|98.79999999|2.20000000|2.60000000
111|74|3|69|49.00000000||479.30000000||0.00000000|
143|62|3|91|40.00000000|50.00000000|229.00000000|286.19999999|1.34000000|1.20000000
151|74|3|71|3.00000000||27.80000000||-0.10000000|
171|74|3|25|32.00000000||211.19999999||0.69999999|
243|74|3|11|48.00000000||277.39999999||1.52000000|
295|62|3|93|0.00000000|0.00000000|0.00000000|0.00000000|1.46000000|1.50000000
307|74|3|7|8.00000000||23.30000000||0.02000000|
479|74|3|63|10.00000000||25.69999999||0.05000000|
515|74|3|1|10.00000000||60.39999999||-1.27000000|
9|62|3|59|0.00000000|1.00000000|0.00000000|9.40000000|1.24000000|1.80000000
13|74|3|81|11.00000000||106.30000000||-0.97999999|
17|62|3|41|2.00000000|3.00000000|15.80000000|23.80000000|1.92999999|2.29999999
21|74|3|85|3.00000000||22.10000000||0.00000000|
29|62|3|33|5.00000000|7.00000000|104.20000000|145.80000000|2.99000000|3.00000000
33|62|3|53|10.00000000|11.00000000|206.59999999|227.30000000|0.55000000|0.59999999
45|62|3|3|2.00000000|4.00000000|20.89999999|41.89999999|1.33000000|1.00000000
57|62|3|51|15.00000000|24.00000000|139.69999999|223.40000000|0.57999999|0.29999999
73|62|3|55|0.00000000|0.00000000|0.00000000|0.00000000|0.55000000|0.90000000
145|62|3|19|1.00000000|1.00000000|44.29999999|44.29999999|0.45000000|0.59999999
161|74|3|89|43.00000000||350.19999999||4.62000000|
197|62|3|15|1.00000000|0.00000000|37.10000000|0.00000000|1.03000000|1.00000000
253|62|3|21|12.00000000|7.00000000|159.80000000|93.20000000|0.62000000|0.90000000
301|74|3|83|21.00000000||41.50000000||3.37000000|
309|62|3|9|13.00000000|14.00000000|283.89999999|305.69999999|0.13000000|0.20000000
329|62|3|49|5.00000000|8.00000000|144.59999999|231.30000000|0.20000000|0.20000000
9|63|3|59|1.00000000|2.00000000|9.40000000|18.69999999|1.58000000|1.39999999
13|75|3|81|26.00000000||147.80000000||2.12999999|
17|63|3|41|3.00000000|2.00000000|23.80000000|15.80000000|0.81999999|1.30000000
21|75|3|85|12.00000000||61.39999999||2.89999999|
29|63|3|33|5.00000000|5.00000000|104.20000000|104.20000000|2.50999999|2.10000000
33|63|3|53|10.00000000|10.00000000|206.59999999|206.59999999|1.36000000|1.20000000
45|63|3|3|2.00000000|1.00000000|20.89999999|10.50000000|0.65000000|0.80000000
57|63|3|51|15.00000000|16.00000000|139.69999999|149.00000000|0.25000000|0.20000000
73|63|3|55|0.00000000|0.00000000|0.00000000|0.00000000|0.81000000|1.20000000
145|63|3|19|1.00000000|2.00000000|44.29999999|88.59999999|0.46000000|0.69999999
161|75|3|89|28.00000000||108.59999999||0.08000000|
197|63|3|15|2.00000000|3.00000000|74.09999999|111.20000000|0.73999999|0.59999999
253|63|3|21|8.00000000|7.00000000|106.59999999|93.20000000|1.41999999|1.20000000
301|75|3|83|32.00000000||203.40000000||1.63999999|
309|63|3|9|10.00000000|8.00000000|218.40000000|174.69999999|0.34000000|0.20000000
329|63|3|49|5.00000000|7.00000000|144.59999999|202.40000000|0.14000000|0.20000000
3|75|3|47|35.00000000||194.19999999||0.22000000|
7|75|3|61|46.00000000||331.69999999||-0.07000000|
15|75|3|17|24.00000000||19.10000000||1.26000000|
27|75|3|39|18.00000000||3.39999999||0.14000000|
31|75|3|5|27.00000000||255.00000000||0.70999999|
43|63|3|87|1.00000000|0.00000000|43.29999999|0.00000000|0.56999999|0.59999999
47|75|3|43|32.00000000||224.59999999||0.35999999|
55|75|3|13|12.00000000||115.40000000||0.56000000|
63|75|3|75|27.00000000||143.30000000||0.00000000|
79|75|3|57|6.00000000||18.39999999||4.00000000|
83|75|3|29|8.00000000||31.19999999||0.00000000|
99|63|3|95|7.00000000|5.00000000|86.50000000|61.79999999|2.29000000|2.10000000
111|75|3|69|36.00000000||177.69999999||0.00000000|
143|63|3|91|40.00000000|22.00000000|229.00000000|125.90000000|1.79000000|1.00000000
151|75|3|71|10.00000000||28.39999999||2.83999999|
171|75|3|25|18.00000000||56.89999999||-1.63999999|
243|75|3|11|17.00000000||161.50000000||-0.26000000|
295|63|3|93|0.00000000|0.00000000|0.00000000|0.00000000|1.04000000|1.30000000
307|75|3|7|26.00000000||99.59999999||0.94999999|
479|75|3|63|26.00000000||72.50000000||0.00000000|
515|75|3|1|19.00000000||16.80000000||0.00000000|
9|64|3|59|2.00000000|2.00000000|18.69999999|18.69999999|0.68999999|0.90000000
13|76|3|81|24.00000000||172.19999999||2.81999999|
17|64|3|41|2.00000000|2.00000000|15.80000000|15.80000000|2.14999999|3.00000000
21|76|3|85|46.00000000||8.90000000||2.93000000|
29|64|3|33|10.00000000|10.00000000|208.30000000|208.30000000|1.10000000|1.30000000
33|64|3|53|10.00000000|11.00000000|206.59999999|227.30000000|1.10000000|1.00000000
45|64|3|3|2.00000000|3.00000000|20.89999999|31.39999999|0.97999999|1.20000000
57|64|3|51|10.00000000|10.00000000|93.09999999|93.09999999|0.07000000|0.10000000
73|64|3|55|0.00000000|1.00000000|0.00000000|25.30000000|0.69999999|0.69999999
145|64|3|19|1.00000000|2.00000000|44.29999999|88.59999999|0.37000000|0.40000000
161|76|3|89|46.00000000||21.69999999||2.91999999|
197|64|3|15|1.00000000|1.00000000|37.10000000|37.10000000|1.85000000|1.00000000
253|64|3|21|5.00000000|4.00000000|66.59999999|53.29999999|1.99000000|1.89999999
301|76|3|83|38.00000000||24.10000000||-0.17999999|
309|64|3|9|10.00000000|16.00000000|218.40000000|349.39999999|0.67000000|0.59999999
329|64|3|49|10.00000000|8.00000000|289.10000000|231.30000000|0.07000000|0.10000000
3|76|3|47|4.00000000||1.10000000||0.53000000|
7|76|3|61|17.00000000||109.59999999||-0.81999999|
15|76|3|17|46.00000000||433.00000000||0.00000000|
27|76|3|39|3.00000000||8.90000000||-0.68999999|
31|76|3|5|19.00000000||9.90000000||-0.60999999|
43|64|3|87|2.00000000|3.00000000|86.70000000|130.00000000|0.53000000|0.40000000
47|76|3|43|50.00000000||311.00000000||0.00000000|
55|76|3|13|5.00000000||6.90000000||0.34000000|
63|76|3|75|27.00000000||193.90000000||1.41999999|
79|76|3|57|26.00000000||133.09999999||3.02999999|
83|76|3|29|19.00000000||157.30000000||-0.40000000|
99|64|3|95|8.00000000|11.00000000|98.79999999|135.90000000|6.12999999|3.00000000
111|76|3|69|35.00000000||230.80000000||-0.37000000|
143|64|3|91|45.00000000|25.00000000|257.60000000|143.09999999|0.48999999|1.00000000
151|76|3|71|28.00000000||265.60000000||0.00000000|
171|76|3|25|9.00000000||8.80000000||2.66999999|
243|76|3|11|40.00000000||106.40000000||0.70999999|
295|64|3|93|0.00000000|1.00000000|0.00000000|118.80000000|2.64999999|1.70000000
307|76|3|7|2.00000000||4.00000000||0.46000000|
479|76|3|63|5.00000000||43.39999999||0.83999999|
515|76|3|1|37.00000000||110.90000000||0.00000000|
9|65|3|59|16.00000000|9.00000000|149.59999999|84.20000000|1.15999999|2.20000000
13|77|3|81|5.00000000||20.39999999||0.00000000|
17|65|3|41|16.00000000|24.00000000|126.80000000|190.19999999|3.87999999|2.50000000
21|77|3|85|32.00000000||74.40000000||-1.32000000|
29|65|3|33|11.00000000|10.00000000|229.19999999|208.30000000|2.25000000|3.39999999
33|65|3|53|3.00000000|3.00000000|62.00000000|62.00000000|1.87000000|1.70000000
45|65|3|3|44.00000000|29.00000000|460.39999999|303.50000000|1.65999999|1.70000000
57|65|3|51|4.00000000|3.00000000|37.20000000|27.89999999|0.23000000|0.29999999
73|65|3|55|0.00000000|0.00000000|0.00000000|0.00000000|0.69999999|1.20000000
145|65|3|19|1.00000000|1.00000000|44.29999999|44.29999999|0.35999999|0.50000000
161|77|3|89|32.00000000||237.59999999||-0.78000000|
197|65|3|15|0.00000000|1.00000000|0.00000000|37.10000000|1.17999999|0.59999999
253|65|3|21|7.00000000|4.00000000|93.20000000|53.29999999|0.93999999|1.70000000
301|77|3|83|2.00000000||13.10000000||0.55000000|
309|65|3|9|12.00000000|12.00000000|262.00000000|262.00000000|0.08999999|0.20000000
329|65|3|49|14.00000000|13.00000000|404.80000000|375.89999999|0.14000000|0.20000000
3|77|3|47|20.00000000||22.60000000||2.91000000|
7|77|3|61|23.00000000||23.30000000||-0.28000000|
15|77|3|17|6.00000000||39.70000000||0.81000000|
27|77|3|39|26.00000000||208.80000000||0.28999999|
31|77|3|5|7.00000000||61.00000000||0.57999999|
43|65|3|87|0.00000000|1.00000000|0.00000000|43.29999999|0.22000000|0.40000000
47|77|3|43|45.00000000||169.09999999||-0.77000000|
55|77|3|13|27.00000000||233.40000000||1.32000000|
63|77|3|75|19.00000000||143.80000000||0.69999999|
79|77|3|57|17.00000000||33.00000000||-0.98999999|
83|77|3|29|14.00000000||117.90000000||-0.02000000|
99|65|3|95|53.00000000|46.00000000|654.60000000|568.20000000|4.36000000|3.29999999
111|77|3|69|26.00000000||35.10000000||0.88000000|
143|65|3|91|131.00000000|97.00000000|749.89999999|555.29999999|0.91000000|1.00000000
151|77|3|71|2.00000000||11.00000000||1.15999999|
171|77|3|25|47.00000000||386.80000000||3.64999999|
243|77|3|11|32.00000000||125.80000000||2.06000000|
295|65|3|93|0.00000000|1.00000000|0.00000000|118.80000000|1.08000000|1.80000000
307|77|3|7|9.00000000||8.80000000||0.00000000|
479|77|3|63|31.00000000||174.80000000||2.06000000|
515|77|3|1|47.00000000||203.30000000||0.88000000|
3|78|3|47|1.00000000||5.79999999||-0.87000000|
7|78|3|61|20.00000000||12.19999999||-1.79000000|
15|78|3|17|10.00000000||5.59999999||0.04000000|
27|78|3|39|40.00000000||380.00000000||0.16000000|
31|78|3|5|39.00000000||211.69999999||-0.33000000|
43|66|3|87|1.00000000|1.00000000|43.29999999|43.29999999|0.50000000|0.69999999
47|78|3|43|27.00000000||83.70000000||0.20999999|
55|78|3|13|32.00000000||52.70000000||1.42999999|
63|78|3|75|46.00000000||413.69999999||0.20000000|
79|78|3|57|40.00000000||280.89999999||2.79000000|
83|78|3|29|21.00000000||55.70000000||0.00000000|
99|66|3|95|50.00000000|32.00000000|617.60000000|395.19999999|0.93000000|1.00000000
111|78|3|69|29.00000000||100.80000000||0.00000000|
143|66|3|91|117.00000000|105.00000000|669.79999999|601.10000000|1.83000000|0.90000000
151|78|3|71|41.00000000||300.10000000||0.12000000|
171|78|3|25|0.00000000||0.00000000||-0.13000000|
243|78|3|11|2.00000000||6.00000000||-0.05000000|
295|66|3|93|0.00000000|1.00000000|0.00000000|118.80000000|0.62000000|1.20000000
307|78|3|7|17.00000000||35.39999999||2.62999999|
479|78|3|63|35.00000000||55.39999999||1.51000000|
515|78|3|1|49.00000000||264.80000000||-0.34000000|
9|66|3|59|25.00000000|31.00000000|233.80000000|289.89999999|3.62999999|3.29999999
13|78|3|81|43.00000000||132.50000000||0.59999999|
17|66|3|41|21.00000000|17.00000000|166.40000000|134.69999999|0.67000000|1.20000000
21|78|3|85|42.00000000||322.00000000||1.55000000|
29|66|3|33|13.00000000|9.00000000|270.80000000|187.50000000|0.60999999|1.20000000
33|66|3|53|8.00000000|8.00000000|165.30000000|165.30000000|2.35999999|1.80000000
45|66|3|3|51.00000000|62.00000000|533.70000000|648.79999999|1.73000000|2.89999999
57|66|3|51|6.00000000|4.00000000|55.89999999|37.20000000|0.11000000|0.20000000
73|66|3|55|0.00000000|0.00000000|0.00000000|0.00000000|2.04000000|1.70000000
145|66|3|19|2.00000000|3.00000000|88.59999999|132.90000000|0.88000000|1.20000000
161|78|3|89|45.00000000||226.69999999||2.22000000|
197|66|3|15|1.00000000|2.00000000|37.10000000|74.09999999|0.59999999|0.80000000
253|66|3|21|9.00000000|12.00000000|119.90000000|159.80000000|1.12000000|1.10000000
301|78|3|83|48.00000000||299.30000000||4.25000000|
309|66|3|9|4.00000000|2.00000000|87.29999999|43.70000000|0.54000000|0.50000000
329|66|3|49|9.00000000|7.00000000|260.19999999|202.40000000|0.17000000|0.20000000
9|67|3|59|17.00000000|22.00000000|159.00000000|205.69999999|0.63000000|0.80000000
13|79|3|81|27.00000000||153.19999999||1.98000000|
17|67|3|41|19.00000000|21.00000000|150.59999999|166.40000000|5.65000000|4.79999999
21|79|3|85|48.00000000||380.50000000||4.19000000|
29|67|3|33|7.00000000|8.00000000|145.80000000|166.69999999|5.30999999|2.60000000
33|67|3|53|7.00000000|6.00000000|144.59999999|124.00000000|0.72999999|0.90000000
45|67|3|3|30.00000000|24.00000000|313.89999999|251.09999999|1.14999999|0.90000000
57|67|3|51|3.00000000|2.00000000|27.89999999|18.60000000|0.12000000|0.20000000
73|67|3|55|0.00000000|1.00000000|0.00000000|25.30000000|2.41000000|1.89999999
145|67|3|19|1.00000000|0.00000000|44.29999999|0.00000000|1.12000000|0.59999999
161|79|3|89|4.00000000||7.90000000||2.12000000|
197|67|3|15|0.00000000|0.00000000|0.00000000|0.00000000|0.29999999|0.50000000
253|67|3|21|8.00000000|9.00000000|106.59999999|119.90000000|1.10000000|1.10000000
301|79|3|83|1.00000000||5.70000000||1.15999999|
309|67|3|9|10.00000000|6.00000000|218.40000000|131.00000000|0.28999999|0.59999999
329|67|3|49|5.00000000|5.00000000|144.59999999|144.59999999|0.14999999|0.10000000
3|79|3|47|39.00000000||67.50000000||0.32000000|
7|79|3|61|49.00000000||276.89999999||0.00000000|
15|79|3|17|38.00000000||178.09999999||0.40000000|
27|79|3|39|26.00000000||240.19999999||0.64000000|
31|79|3|5|20.00000000||146.19999999||-0.68999999|
43|67|3|87|0.00000000|0.00000000|0.00000000|0.00000000|0.25000000|0.50000000
47|79|3|43|23.00000000||216.40000000||2.66000000|
55|79|3|13|46.00000000||254.90000000||-0.77000000|
63|79|3|75|6.00000000||22.19999999||-1.93999999|
79|79|3|57|34.00000000||339.00000000||0.01000000|
83|79|3|29|17.00000000||34.70000000||4.41000000|
99|67|3|95|73.00000000|49.00000000|901.70000000|605.20000000|0.89000000|0.90000000
111|79|3|69|44.00000000||41.79999999||1.12000000|
143|67|3|91|21.00000000|15.00000000|120.20000000|85.90000000|1.04000000|0.90000000
151|79|3|71|31.00000000||185.00000000||1.87000000|
171|79|3|25|15.00000000||113.70000000||1.82000000|
243|79|3|11|6.00000000||36.50000000||-0.25000000|
295|67|3|93|0.00000000|1.00000000|0.00000000|118.80000000|1.17999999|1.60000000
307|79|3|7|6.00000000||42.00000000||3.06999999|
479|79|3|63|3.00000000||2.89999999||-0.70999999|
515|79|3|1|26.00000000||68.00000000||2.41000000|
3|80|3|47|34.00000000||119.59999999||3.56999999|
7|80|3|61|49.00000000||478.80000000||0.39000000|
15|80|3|17|8.00000000||70.59999999||2.14000000|
27|80|3|39|47.00000000||436.50000000||-1.31000000|
31|80|3|5|17.00000000||64.59999999||2.70000000|
43|68|3|87|3.00000000|4.00000000|130.00000000|173.30000000|1.24000000|1.10000000
47|80|3|43|28.00000000||124.70000000||0.17000000|
55|80|3|13|45.00000000||306.80000000||1.99000000|
63|80|3|75|3.00000000||11.40000000||2.37999999|
79|80|3|57|19.00000000||70.79999999||0.62000000|
83|80|3|29|23.00000000||10.90000000||-0.64000000|
99|68|3|95|98.00000000|63.00000000|1210.40000000|778.10000000|2.73000000|2.20000000
111|80|3|69|25.00000000||243.09999999||1.38999999|
143|68|3|91|100.00000000|112.00000000|572.39999999|641.10000000|0.84999999|0.90000000
151|80|3|71|34.00000000||15.40000000||0.11000000|
171|80|3|25|7.00000000||42.60000000||4.34999999|
243|80|3|11|47.00000000||358.10000000||-1.00000000|
295|68|3|93|0.00000000|0.00000000|0.00000000|0.00000000|0.68000000|0.69999999
307|80|3|7|3.00000000||18.69999999||2.89000000|
479|80|3|63|44.00000000||107.40000000||-0.01000000|
515|80|3|1|22.00000000||192.30000000||1.23000000|
9|68|3|59|34.00000000|36.00000000|318.00000000|336.69999999|0.77000000|1.39999999
13|80|3|81|41.00000000||107.50000000||3.81999999|
17|68|3|41|38.00000000|45.00000000|301.10000000|356.60000000|2.49000000|1.30000000
21|80|3|85|41.00000000||67.59999999||0.00000000|
29|68|3|33|14.00000000|7.00000000|291.69999999|145.80000000|2.52000000|4.09999999
33|68|3|53|8.00000000|9.00000000|165.30000000|186.00000000|0.56999999|1.00000000
45|68|3|3|42.00000000|24.00000000|439.50000000|251.09999999|0.54000000|0.80000000
57|68|3|51|5.00000000|3.00000000|46.60000000|27.89999999|0.14999999|0.20000000
73|68|3|55|0.00000000|1.00000000|0.00000000|25.30000000|1.90999999|1.60000000
145|68|3|19|6.00000000|10.00000000|265.80000000|443.00000000|0.47999999|0.40000000
161|80|3|89|26.00000000||24.19999999||0.00000000|
197|68|3|15|4.00000000|4.00000000|148.30000000|148.30000000|0.60999999|0.69999999
253|68|3|21|15.00000000|12.00000000|199.80000000|159.80000000|0.90000000|1.10000000
301|80|3|83|18.00000000||147.59999999||1.31000000|
309|68|3|9|12.00000000|20.00000000|262.00000000|436.69999999|0.11000000|0.20000000
329|68|3|49|16.00000000|32.00000000|462.60000000|925.20000000|0.25000000|0.29999999
3|81|3|47|13.00000000||26.10000000||0.47999999|
7|81|3|61|16.00000000||18.60000000||0.00000000|
15|81|3|17|9.00000000||86.50000000||0.71999999|
27|81|3|39|43.00000000||297.80000000||4.20000000|
31|81|3|5|48.00000000||36.20000000||2.77000000|
43|69|3|87|3.00000000|2.00000000|130.00000000|86.70000000|0.29999999|0.40000000
47|81|3|43|43.00000000||180.09999999||2.27000000|
55|81|3|13|37.00000000||131.19999999||2.85000000|
63|81|3|75|38.00000000||332.89999999||-1.73000000|
79|81|3|57|38.00000000||115.09999999||-0.54000000|
83|81|3|29|48.00000000||278.80000000||4.66000000|
99|69|3|95|83.00000000|62.00000000|1025.20000000|765.79999999|1.78000000|1.50000000
111|81|3|69|8.00000000||45.10000000||4.12999999|
143|69|3|91|67.00000000|92.00000000|383.50000000|526.60000000|1.47000000|0.69999999
151|81|3|71|36.00000000||312.30000000||-0.96999999|
171|81|3|25|22.00000000||85.00000000||1.22000000|
243|81|3|11|45.00000000||94.29999999||0.00000000|
295|69|3|93|0.00000000|0.00000000|0.00000000|0.00000000|3.50999999|1.80000000
307|81|3|7|8.00000000||57.00000000||1.02000000|
479|81|3|63|50.00000000||301.10000000||1.52000000|
515|81|3|1|46.00000000||242.69999999||2.56000000|
9|69|3|59|37.00000000|41.00000000|346.00000000|383.39999999|1.31000000|1.70000000
13|81|3|81|19.00000000||163.30000000||0.00000000|
17|69|3|41|22.00000000|27.00000000|174.30000000|214.00000000|2.33999999|2.10000000
21|81|3|85|50.00000000||215.19999999||0.11000000|
29|69|3|33|5.00000000|5.00000000|104.20000000|104.20000000|3.70000000|2.29999999
33|69|3|53|1.00000000|1.00000000|20.69999999|20.69999999|1.01000000|1.20000000
45|69|3|3|5.00000000|6.00000000|52.29999999|62.79999999|0.77000000|0.90000000
57|69|3|51|16.00000000|14.00000000|149.00000000|130.30000000|0.08999999|0.20000000
73|69|3|55|0.00000000|1.00000000|0.00000000|25.30000000|1.07000000|1.30000000
145|69|3|19|5.00000000|3.00000000|221.50000000|132.90000000|0.46000000|0.40000000
161|81|3|89|29.00000000||96.70000000||0.84999999|
197|69|3|15|9.00000000|5.00000000|333.60000000|185.40000000|2.29000000|1.20000000
253|69|3|21|16.00000000|13.00000000|213.09999999|173.19999999|2.50999999|3.00000000
301|81|3|83|36.00000000||203.09999999||4.46999999|
309|69|3|9|12.00000000|18.00000000|262.00000000|393.10000000|0.12000000|0.20000000
329|69|3|49|9.00000000|16.00000000|260.19999999|462.60000000|0.14000000|0.10000000
9|70|3|59|45.00000000|49.00000000|420.80000000|458.30000000|0.55000000|1.10000000
13|82|3|81|19.00000000||10.00000000||-0.69999999|
17|70|3|41|22.00000000|26.00000000|174.30000000|206.00000000|1.51000000|1.39999999
21|82|3|85|44.00000000||330.89999999||0.00000000|
29|70|3|33|13.00000000|14.00000000|270.80000000|291.69999999|1.77000000|2.20000000
33|70|3|53|2.00000000|2.00000000|41.29999999|41.29999999|0.56999999|0.50000000
45|70|3|3|6.00000000|4.00000000|62.79999999|41.89999999|1.97000000|1.89999999
57|70|3|51|9.00000000|10.00000000|83.79999999|93.09999999|0.08999999|0.10000000
73|70|3|55|0.00000000|1.00000000|0.00000000|25.30000000|1.50000000|2.10000000
145|70|3|19|11.00000000|14.00000000|487.30000000|620.20000000|0.19000000|0.29999999
161|82|3|89|25.00000000||215.09999999||0.20999999|
197|70|3|15|7.00000000|5.00000000|259.50000000|185.40000000|0.51000000|0.80000000
253|70|3|21|20.00000000|21.00000000|266.39999999|279.69999999|1.31000000|1.10000000
301|82|3|83|11.00000000||88.90000000||-0.90000000|
309|70|3|9|4.00000000|2.00000000|87.29999999|43.70000000|0.26000000|0.29999999
329|70|3|49|6.00000000|5.00000000|173.50000000|144.59999999|0.13000000|0.10000000
3|82|3|47|28.00000000||78.40000000||0.67000000|
7|82|3|61|34.00000000||132.19999999||2.85999999|
15|82|3|17|0.00000000||0.00000000||0.56000000|
27|82|3|39|2.00000000||19.19999999||3.31000000|
31|82|3|5|21.00000000||79.29999999||0.79000000|
43|70|3|87|2.00000000|1.00000000|86.70000000|43.29999999|0.63000000|0.69999999
47|82|3|43|28.00000000||137.90000000||-0.62000000|
55|82|3|13|42.00000000||131.50000000||0.54000000|
63|82|3|75|27.00000000||222.09999999||-0.35999999|
79|82|3|57|29.00000000||120.90000000||3.31999999|
83|82|3|29|7.00000000||32.20000000||0.00000000|
99|70|3|95|95.00000000|78.00000000|1173.40000000|963.39999999|1.35000000|1.30000000
111|82|3|69|46.00000000||435.50000000||0.10000000|
143|70|3|91|64.00000000|73.00000000|366.39999999|417.89999999|0.51000000|0.40000000
151|82|3|71|44.00000000||345.50000000||2.62999999|
171|82|3|25|4.00000000||12.80000000||2.12000000|
243|82|3|11|39.00000000||87.20000000||0.23000000|
295|70|3|93|0.00000000|1.00000000|0.00000000|118.80000000|1.07000000|1.10000000
307|82|3|7|10.00000000||45.89999999||2.35000000|
479|82|3|63|45.00000000||332.80000000||4.79999999|
515|82|3|1|25.00000000||237.09999999||0.34999999|
9|71|3|59|47.00000000|55.00000000|439.60000000|514.39999999|1.37000000|1.39999999
13|83|3|81|40.00000000||131.30000000||1.35000000|
17|71|3|41|11.00000000|12.00000000|87.20000000|95.09999999|3.87999999|3.10000000
21|83|3|85|41.00000000||42.39999999||1.28000000|
29|71|3|33|5.00000000|3.00000000|104.20000000|62.50000000|2.56000000|3.60000000
33|71|3|53|2.00000000|1.00000000|41.29999999|20.69999999|0.90000000|0.80000000
45|71|3|3|3.00000000|3.00000000|31.39999999|31.39999999|0.72999999|1.20000000
57|71|3|51|8.00000000|12.00000000|74.50000000|111.70000000|0.11000000|0.10000000
73|71|3|55|0.00000000|1.00000000|0.00000000|25.30000000|0.40000000|0.69999999
145|71|3|19|11.00000000|6.00000000|487.30000000|265.80000000|0.32000000|0.40000000
161|83|3|89|1.00000000||8.00000000||0.00000000|
197|71|3|15|5.00000000|4.00000000|185.40000000|148.30000000|0.39000000|0.80000000
253|71|3|21|16.00000000|12.00000000|213.09999999|159.80000000|1.14999999|1.00000000
301|83|3|83|4.00000000||21.69999999||-0.85999999|
309|71|3|9|6.00000000|8.00000000|131.00000000|174.69999999|0.46000000|0.40000000
329|71|3|49|5.00000000|4.00000000|144.59999999|115.59999999|0.10000000|0.10000000
3|83|3|47|24.00000000||96.90000000||-0.08000000|
7|83|3|61|18.00000000||96.09999999||0.90000000|
15|83|3|17|16.00000000||8.90000000||0.84999999|
27|83|3|39|22.00000000||208.09999999||-1.16999999|
31|83|3|5|22.00000000||91.90000000||-0.38000000|
43|71|3|87|1.00000000|1.00000000|43.29999999|43.29999999|0.23000000|0.40000000
47|83|3|43|19.00000000||15.40000000||0.00000000|
55|83|3|13|41.00000000||27.89999999||-1.42999999|
63|83|3|75|4.00000000||23.39999999||1.83000000|
79|83|3|57|47.00000000||96.00000000||2.77999999|
83|83|3|29|28.00000000||59.10000000||0.00000000|
99|71|3|95|53.00000000|60.00000000|654.60000000|741.10000000|1.75000000|2.50000000
111|83|3|69|19.00000000||136.40000000||2.24000000|
143|71|3|91|65.00000000|119.00000000|372.10000000|681.20000000|0.32000000|0.50000000
151|83|3|71|10.00000000||12.80000000||0.40999999|
171|83|3|25|50.00000000||51.60000000||2.08999999|
243|83|3|11|14.00000000||62.20000000||0.26000000|
295|71|3|93|0.00000000|1.00000000|0.00000000|118.80000000|2.45000000|2.00000000
307|83|3|7|12.00000000||103.80000000||-1.87999999|
479|83|3|63|35.00000000||199.90000000||0.54000000|
515|83|3|1|33.00000000||187.69999999||0.00000000|
9|72|3|59|56.00000000|47.00000000|523.70000000|439.60000000|1.47000000|2.50000000
13|84|3|81|6.00000000||6.20000000||0.00000000|
17|72|3|41|37.00000000|33.00000000|293.19999999|261.50000000|2.54999999|1.70000000
21|84|3|85|39.00000000||233.90000000||0.42999999|
29|72|3|33|10.00000000|9.00000000|208.30000000|187.50000000|0.04000000|0.10000000
33|72|3|53|6.00000000|7.00000000|124.00000000|144.59999999|1.08000000|1.39999999
45|72|3|3|9.00000000|11.00000000|94.20000000|115.09999999|1.75000000|2.60000000
57|72|3|51|30.00000000|22.00000000|279.30000000|204.80000000|0.13000000|0.10000000
73|72|3|55|0.00000000|0.00000000|0.00000000|0.00000000|0.87000000|1.20000000
145|72|3|19|16.00000000|18.00000000|708.79999999|797.39999999|0.53000000|0.80000000
161|84|3|89|40.00000000||283.60000000||0.00000000|
197|72|3|15|8.00000000|6.00000000|296.60000000|222.40000000|1.20000000|1.39999999
253|72|3|21|52.00000000|42.00000000|692.70000000|559.50000000|1.18999999|1.60000000
301|84|3|83|46.00000000||194.19999999||-0.46999999|
309|72|3|9|15.00000000|15.00000000|327.50000000|327.50000000|0.19000000|0.20000000
329|72|3|49|10.00000000|6.00000000|289.10000000|173.50000000|0.05999999|0.10000000
3|84|3|47|39.00000000||361.39999999||0.69999999|
7|84|3|61|8.00000000||18.89999999||-0.82999999|
15|84|3|17|31.00000000||280.19999999||0.00000000|
27|84|3|39|31.00000000||7.70000000||0.00000000|
31|84|3|5|16.00000000||152.69999999||1.54000000|
43|72|3|87|4.00000000|6.00000000|173.30000000|260.00000000|0.34999999|0.50000000
47|84|3|43|44.00000000||330.39999999||3.10000000|
55|84|3|13|0.00000000||0.00000000||0.00000000|
63|84|3|75|3.00000000||20.39999999||0.97999999|
79|84|3|57|38.00000000||132.19999999||2.04999999|
83|84|3|29|11.00000000||1.10000000||0.69999999|
99|72|3|95|86.00000000|75.00000000|1062.20000000|926.39999999|1.15999999|1.60000000
111|84|3|69|41.00000000||118.09999999||0.26000000|
143|72|3|91|98.00000000|98.00000000|561.00000000|561.00000000|1.78000000|1.10000000
151|84|3|71|50.00000000||14.50000000||2.00999999|
171|84|3|25|11.00000000||74.00000000||0.00000000|
243|84|3|11|10.00000000||55.60000000||0.00000000|
295|72|3|93|0.00000000|1.00000000|0.00000000|118.80000000|1.12999999|1.30000000
